date,time,matchday,home_team,away_team,city,stadium,status,result
2027-04-25,16:30,33,Lecce,AC Milan,Lecce,Stadio Via del Mare,To be played,
2027-05-02,16:30,34,Sassuolo,Frosinone,Reggio Emilia,,To be played,
2027-05-02,16:30,34,AC Milan,Lazio,Milan,,To be played,
2027-05-02,16:30,34,Udinese,Genoa,Udine,Bluenergy Stadium - Stadio Friuli,To be played,
2027-05-02,16:30,34,AS Roma,Napoli,Rome,Stadio Olimpico,To be played,
2027-05-02,16:30,34,Atalanta,Juventus,Bergamo,New Balance Arena,To be played,
2027-05-02,16:30,34,Bologna,Fiorentina,Bologna,,To be played,
2027-05-02,16:30,34,Torino,Parma,Turin,Stadio Olimpico di Torino,To be played,
2027-05-02,16:30,34,Lecce,Cagliari,Lecce,Stadio Via del Mare,To be played,
2027-05-02,16:30,34,Como,Inter,Como,Stadio Giuseppe Sinigaglia,To be played,
2027-05-02,16:30,34,Monza,Venezia,Monza,,To be played,
2027-05-09,16:30,35,Lazio,Sassuolo,Rome,Stadio Olimpico,To be played,
2027-05-09,16:30,35,Napoli,Monza,Naples,Stadio Diego Armando Maradona,To be played,
2027-05-09,16:30,35,Udinese,Juventus,Udine,Bluenergy Stadium - Stadio Friuli,To be played,
2027-05-09,16:30,35,Genoa,Cagliari,Genoa,Stadio Luigi Ferraris,To be played,
2027-05-09,16:30,35,Fiorentina,AS Roma,Florence,Stadio Artemio Franchi,To be played,
2027-05-09,16:30,35,Torino,Bologna,Turin,Stadio Olimpico di Torino,To be played,
2027-05-09,16:30,35,Inter,Lecce,Milan,,To be played,
2027-05-09,16:30,35,Frosinone,Atalanta,Frosinone,Stadio Benito Stirpe,To be played,
2027-05-09,16:30,35,Venezia,Como,Venice,Stadio Pierluigi Penzo,To be played,
2027-05-09,16:30,35,Parma,AC Milan,Parma,Stadio Ennio Tardini,To be played,
2027-05-16,16:30,36,Lazio,Udinese,Rome,Stadio Olimpico,To be played,
2027-05-16,16:30,36,Sassuolo,Venezia,Reggio Emilia,,To be played,
2027-05-16,16:30,36,AC Milan,AS Roma,Milan,,To be played,
2027-05-16,16:30,36,Cagliari,Torino,Cagliari,Unipol Domus,To be played,
2027-05-16,16:30,36,Napoli,Genoa,Naples,Stadio Diego Armando Maradona,To be played,
2027-05-16,16:30,36,Juventus,Inter,Turin,Allianz Stadium,To be played,
2027-05-16,16:30,36,Bologna,Frosinone,Bologna,,To be played,
2027-05-16,16:30,36,Lecce,Fiorentina,Lecce,Stadio Via del Mare,To be played,
2027-05-16,16:30,36,Como,Atalanta,Como,Stadio Giuseppe Sinigaglia,To be played,
2027-05-16,16:30,36,Monza,Parma,Monza,,To be played,
2027-05-23,16:30,37,Udinese,Sassuolo,Udine,Bluenergy Stadium - Stadio Friuli,To be played,
2027-05-23,16:30,37,Genoa,Bologna,Genoa,Stadio Luigi Ferraris,To be played,
2027-05-23,16:30,37,AS Roma,Como,Rome,Stadio Olimpico,To be played,
2027-05-23,16:30,37,Atalanta,Lecce,Bergamo,New Balance Arena,To be played,
2027-05-23,16:30,37,Fiorentina,Monza,Florence,Stadio Artemio Franchi,To be played,
2027-05-23,16:30,37,Torino,Napoli,Turin,Stadio Olimpico di Torino,To be played,
2027-05-23,16:30,37,Inter,Lazio,Milan,,To be played,
2027-05-23,16:30,37,Frosinone,Cagliari,Frosinone,Stadio Benito Stirpe,To be played,
2027-05-23,16:30,37,Venezia,AC Milan,Venice,Stadio Pierluigi Penzo,To be played,
2027-05-23,16:30,37,Parma,Juventus,Parma,Stadio Ennio Tardini,To be played,
2027-05-30,16:30,38,Lazio,Fiorentina,Rome,Stadio Olimpico,To be played,
2027-05-30,16:30,38,Sassuolo,Inter,Reggio Emilia,,To be played,
2027-05-30,16:30,38,AC Milan,Udinese,Milan,,To be played,
2027-05-30,16:30,38,Cagliari,AS Roma,Cagliari,Unipol Domus,To be played,
2027-05-30,16:30,38,Napoli,Atalanta,Naples,Stadio Diego Armando Maradona,To be played,
2027-05-30,16:30,38,Juventus,Frosinone,Turin,Allianz Stadium,To be played,
2027-05-30,16:30,38,Bologna,Parma,Bologna,,To be played,
2027-05-30,16:30,38,Lecce,Venezia,Lecce,Stadio Via del Mare,To be played,
2027-05-30,16:30,38,Como,Genoa,Como,Stadio Giuseppe Sinigaglia,To be played,
2027-05-30,16:30,38,Monza,Torino,Monza,,To be played,
